event_id_cnty,event_date,year,event_type,sub_event_type,admin1,admin2,location,latitude,longitude,fatalities,notes
GHA4103,2014-01-15,2014,Flood displacement event,Flood displacement event,Central,Central,Central,5.6211,-1.0981,0,Event recorded in Central on 2014-01-15
GHA4104,2014-01-20,2014,Riots,Riots,Central,Central,Central,5.8209,-0.9452,0,Event recorded in Central on 2014-01-20
GHA4105,2014-02-04,2014,Violence against civilians,Violence against civilians,Central,Central,Central,6.0848,-0.6142,2,Event recorded in Central on 2014-02-04
GHA4106,2014-03-11,2014,Strategic developments,Strategic developments,Central,Central,Central,6.0637,-0.9697,0,Event recorded in Central on 2014-03-11
GHA4107,2014-04-16,2014,Protests,Protests,Central,Central,Central,5.2929,-1.0157,0,Event recorded in Central on 2014-04-16
GHA4108,2014-04-28,2014,Protests,Protests,Central,Central,Central,5.6329,-0.6392,0,Event recorded in Central on 2014-04-28
GHA4109,2014-05-23,2014,Flood displacement event,Flood displacement event,Central,Central,Central,5.9423,-1.2424,0,Event recorded in Central on 2014-05-23
GHA4110,2014-05-31,2014,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.3843,-1.4555,0,Event recorded in Central on 2014-05-31
GHA4111,2014-07-15,2014,Violence against civilians,Violence against civilians,Central,Central,Central,4.8058,-0.7763,2,Event recorded in Central on 2014-07-15
GHA4112,2014-07-31,2014,Battles,Battles,Central,Central,Central,5.9434,-1.2021,1,Event recorded in Central on 2014-07-31
GHA4113,2014-10-08,2014,Riots,Riots,Central,Central,Central,5.4241,-1.3169,0,Event recorded in Central on 2014-10-08
GHA4114,2014-11-06,2014,Protests,Protests,Central,Central,Central,5.8519,-0.5589,0,Event recorded in Central on 2014-11-06
GHA4115,2014-12-28,2014,Flood displacement event,Flood displacement event,Central,Central,Central,5.4161,-1.4895,0,Event recorded in Central on 2014-12-28
GHA4116,2014-12-29,2014,Protests,Protests,Central,Central,Central,5.2828,-0.9475,0,Event recorded in Central on 2014-12-29
GHA4117,2015-01-11,2015,Violence against civilians,Violence against civilians,Central,Central,Central,5.8111,-1.0681,2,Event recorded in Central on 2015-01-11
GHA4118,2015-01-18,2015,Violence against civilians,Violence against civilians,Central,Central,Central,5.6145,-0.9929,1,Event recorded in Central on 2015-01-18
GHA4119,2015-03-05,2015,Protests,Protests,Central,Central,Central,6.1473,-0.8916,0,Event recorded in Central on 2015-03-05
GHA4120,2015-03-16,2015,Flood displacement event,Flood displacement event,Central,Central,Central,5.7705,-1.355,0,Event recorded in Central on 2015-03-16
GHA4121,2015-03-17,2015,Protests,Protests,Central,Central,Central,5.2991,-1.1925,0,Event recorded in Central on 2015-03-17
GHA4122,2015-03-23,2015,Violence against civilians,Violence against civilians,Central,Central,Central,5.4624,-1.1072,1,Event recorded in Central on 2015-03-23
GHA4123,2015-04-08,2015,Strategic developments,Strategic developments,Central,Central,Central,5.2662,-0.7396,0,Event recorded in Central on 2015-04-08
GHA4124,2015-04-14,2015,Strategic developments,Strategic developments,Central,Central,Central,6.1332,-1.236,0,Event recorded in Central on 2015-04-14
GHA4125,2015-04-25,2015,Riots,Riots,Central,Central,Central,5.2351,-1.4207,0,Event recorded in Central on 2015-04-25
GHA4126,2015-05-12,2015,Flood displacement event,Flood displacement event,Central,Central,Central,5.5814,-0.7975,0,Event recorded in Central on 2015-05-12
GHA4127,2015-06-28,2015,Protests,Protests,Central,Central,Central,5.3886,-1.3206,0,Event recorded in Central on 2015-06-28
GHA4128,2015-07-10,2015,Flood displacement event,Flood displacement event,Central,Central,Central,5.5655,-0.8609,0,Event recorded in Central on 2015-07-10
GHA4129,2015-08-08,2015,Violence against civilians,Violence against civilians,Central,Central,Central,5.5399,-1.1442,2,Event recorded in Central on 2015-08-08
GHA4130,2015-08-19,2015,Strategic developments,Strategic developments,Central,Central,Central,5.3636,-0.9772,0,Event recorded in Central on 2015-08-19
GHA4131,2015-09-24,2015,Riots,Riots,Central,Central,Central,5.4438,-0.3729,0,Event recorded in Central on 2015-09-24
GHA4132,2015-09-30,2015,Riots,Riots,Central,Central,Central,5.9624,-0.918,0,Event recorded in Central on 2015-09-30
GHA4133,2015-10-10,2015,Riots,Riots,Central,Central,Central,5.6932,-1.7221,0,Event recorded in Central on 2015-10-10
GHA4134,2015-12-11,2015,Protests,Protests,Central,Central,Central,5.7942,-0.8765,0,Event recorded in Central on 2015-12-11
GHA4135,2015-12-14,2015,Battles,Battles,Central,Central,Central,6.1848,-1.3586,2,Event recorded in Central on 2015-12-14
GHA4136,2015-12-16,2015,Protests,Protests,Central,Central,Central,4.9108,-0.6571,0,Event recorded in Central on 2015-12-16
GHA4137,2016-01-05,2016,Protests,Protests,Central,Central,Central,5.2031,-1.4,0,Event recorded in Central on 2016-01-05
GHA4138,2016-02-21,2016,Strategic developments,Strategic developments,Central,Central,Central,6.0195,-0.7389,0,Event recorded in Central on 2016-02-21
GHA4139,2016-03-11,2016,Protests,Protests,Central,Central,Central,5.3582,-1.1751,0,Event recorded in Central on 2016-03-11
GHA4140,2016-04-09,2016,Violence against civilians,Violence against civilians,Central,Central,Central,5.6348,-1.0472,1,Event recorded in Central on 2016-04-09
GHA4141,2016-04-10,2016,Battles,Battles,Central,Central,Central,5.5129,-1.1429,0,Event recorded in Central on 2016-04-10
GHA4142,2016-04-13,2016,Strategic developments,Strategic developments,Central,Central,Central,5.4408,-1.3113,0,Event recorded in Central on 2016-04-13
GHA4143,2016-04-21,2016,Protests,Protests,Central,Central,Central,4.8136,-1.0296,0,Event recorded in Central on 2016-04-21
GHA4144,2016-04-24,2016,Violence against civilians,Violence against civilians,Central,Central,Central,5.3368,-1.1486,0,Event recorded in Central on 2016-04-24
GHA4145,2016-04-26,2016,Riots,Riots,Central,Central,Central,5.6088,-0.7851,0,Event recorded in Central on 2016-04-26
GHA4146,2016-04-30,2016,Violence against civilians,Violence against civilians,Central,Central,Central,5.2925,-1.2407,0,Event recorded in Central on 2016-04-30
GHA4147,2016-06-05,2016,Violence against civilians,Violence against civilians,Central,Central,Central,5.733,-1.0036,5,Event recorded in Central on 2016-06-05
GHA4148,2016-06-28,2016,Strategic developments,Strategic developments,Central,Central,Central,5.1824,-0.8891,0,Event recorded in Central on 2016-06-28
GHA4149,2016-08-02,2016,Flood displacement event,Flood displacement event,Central,Central,Central,5.4843,-1.0744,0,Event recorded in Central on 2016-08-02
GHA4150,2016-08-04,2016,Strategic developments,Strategic developments,Central,Central,Central,5.0485,-1.7143,0,Event recorded in Central on 2016-08-04
GHA4151,2016-08-07,2016,Protests,Protests,Central,Central,Central,5.136,-1.0829,0,Event recorded in Central on 2016-08-07
GHA4152,2016-10-29,2016,Battles,Battles,Central,Central,Central,5.8121,-1.5139,1,Event recorded in Central on 2016-10-29
GHA4153,2016-11-01,2016,Strategic developments,Strategic developments,Central,Central,Central,5.6992,-1.1171,0,Event recorded in Central on 2016-11-01
GHA4154,2016-11-19,2016,Protests,Protests,Central,Central,Central,4.5715,-1.0952,0,Event recorded in Central on 2016-11-19
GHA4155,2016-12-07,2016,Violence against civilians,Violence against civilians,Central,Central,Central,5.5521,-1.0137,2,Event recorded in Central on 2016-12-07
GHA4156,2017-01-03,2017,Violence against civilians,Violence against civilians,Central,Central,Central,5.507,-1.1136,3,Event recorded in Central on 2017-01-03
GHA4157,2017-01-13,2017,Riots,Riots,Central,Central,Central,5.5726,-1.0952,0,Event recorded in Central on 2017-01-13
GHA4158,2017-03-03,2017,Protests,Protests,Central,Central,Central,5.1715,-1.0901,0,Event recorded in Central on 2017-03-03
GHA4159,2017-03-06,2017,Battles,Battles,Central,Central,Central,5.0377,-1.1846,1,Event recorded in Central on 2017-03-06
GHA4160,2017-03-18,2017,Violence against civilians,Violence against civilians,Central,Central,Central,5.8633,-1.3855,1,Event recorded in Central on 2017-03-18
GHA4161,2017-03-23,2017,Protests,Protests,Central,Central,Central,5.4898,-1.7465,0,Event recorded in Central on 2017-03-23
GHA4162,2017-04-23,2017,Battles,Battles,Central,Central,Central,5.7558,-1.2262,2,Event recorded in Central on 2017-04-23
GHA4163,2017-04-25,2017,Violence against civilians,Violence against civilians,Central,Central,Central,5.6467,-0.6222,1,Event recorded in Central on 2017-04-25
GHA4164,2017-05-06,2017,Battles,Battles,Central,Central,Central,5.3083,-0.9603,2,Event recorded in Central on 2017-05-06
GHA4165,2017-05-11,2017,Battles,Battles,Central,Central,Central,6.0063,-1.1801,1,Event recorded in Central on 2017-05-11
GHA4166,2017-05-13,2017,Strategic developments,Strategic developments,Central,Central,Central,5.595,-0.732,0,Event recorded in Central on 2017-05-13
GHA4167,2017-06-22,2017,Strategic developments,Strategic developments,Central,Central,Central,5.5841,-0.7993,0,Event recorded in Central on 2017-06-22
GHA4168,2017-07-06,2017,Strategic developments,Strategic developments,Central,Central,Central,5.8062,-1.5941,0,Event recorded in Central on 2017-07-06
GHA4169,2017-07-10,2017,Riots,Riots,Central,Central,Central,5.5751,-1.4828,0,Event recorded in Central on 2017-07-10
GHA4170,2017-09-05,2017,Protests,Protests,Central,Central,Central,5.3129,-1.7111,0,Event recorded in Central on 2017-09-05
GHA4171,2017-09-23,2017,Protests,Protests,Central,Central,Central,5.5758,-1.2357,0,Event recorded in Central on 2017-09-23
GHA4172,2017-10-08,2017,Violence against civilians,Violence against civilians,Central,Central,Central,5.3186,-0.4015,3,Event recorded in Central on 2017-10-08
GHA4173,2017-10-23,2017,Strategic developments,Strategic developments,Central,Central,Central,5.8901,-0.9444,0,Event recorded in Central on 2017-10-23
GHA4174,2017-10-31,2017,Battles,Battles,Central,Central,Central,5.4697,-1.2824,2,Event recorded in Central on 2017-10-31
GHA4175,2017-11-14,2017,Violence against civilians,Violence against civilians,Central,Central,Central,6.0262,-1.2715,1,Event recorded in Central on 2017-11-14
GHA4176,2017-12-30,2017,Flood displacement event,Flood displacement event,Central,Central,Central,5.7569,-0.72,0,Event recorded in Central on 2017-12-30
GHA4177,2018-01-27,2018,Violence against civilians,Violence against civilians,Central,Central,Central,5.3554,-1.3649,0,Event recorded in Central on 2018-01-27
GHA4178,2018-02-22,2018,Battles,Battles,Central,Central,Central,5.7687,-0.8557,0,Event recorded in Central on 2018-02-22
GHA4179,2018-03-22,2018,Protests,Protests,Central,Central,Central,5.4165,-0.9786,0,Event recorded in Central on 2018-03-22
GHA4180,2018-03-27,2018,Strategic developments,Strategic developments,Central,Central,Central,6.1421,-1.2653,0,Event recorded in Central on 2018-03-27
GHA4181,2018-04-05,2018,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.8,-0.9136,0,Event recorded in Central on 2018-04-05
GHA4182,2018-04-16,2018,Battles,Battles,Central,Central,Central,5.1089,-1.4326,1,Event recorded in Central on 2018-04-16
GHA4183,2018-05-10,2018,Violence against civilians,Violence against civilians,Central,Central,Central,5.2034,-0.8503,2,Event recorded in Central on 2018-05-10
GHA4184,2018-05-21,2018,Battles,Battles,Central,Central,Central,6.0345,-1.0963,3,Event recorded in Central on 2018-05-21
GHA4185,2018-05-29,2018,Protests,Protests,Central,Central,Central,5.413,-1.4288,0,Event recorded in Central on 2018-05-29
GHA4186,2018-06-03,2018,Strategic developments,Strategic developments,Central,Central,Central,5.7023,-0.6088,0,Event recorded in Central on 2018-06-03
GHA4187,2018-06-07,2018,Battles,Battles,Central,Central,Central,5.3578,-0.9538,2,Event recorded in Central on 2018-06-07
GHA4188,2018-06-10,2018,Protests,Protests,Central,Central,Central,5.5264,-1.212,0,Event recorded in Central on 2018-06-10
GHA4189,2018-07-03,2018,Strategic developments,Strategic developments,Central,Central,Central,5.5968,-0.9999,0,Event recorded in Central on 2018-07-03
GHA4190,2018-07-29,2018,Protests,Protests,Central,Central,Central,5.0323,-1.1394,0,Event recorded in Central on 2018-07-29
GHA4191,2018-08-01,2018,Protests,Protests,Central,Central,Central,5.0965,-1.0472,0,Event recorded in Central on 2018-08-01
GHA4192,2018-09-09,2018,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.2672,-0.7105,0,Event recorded in Central on 2018-09-09
GHA4193,2018-10-16,2018,Flood displacement event,Flood displacement event,Central,Central,Central,5.3977,-1.3272,0,Event recorded in Central on 2018-10-16
GHA4194,2018-11-19,2018,Riots,Riots,Central,Central,Central,5.7926,-1.0634,0,Event recorded in Central on 2018-11-19
GHA4195,2018-11-30,2018,Riots,Riots,Central,Central,Central,5.081,-1.3142,0,Event recorded in Central on 2018-11-30
GHA4196,2018-12-01,2018,Violence against civilians,Violence against civilians,Central,Central,Central,5.6688,-0.8964,2,Event recorded in Central on 2018-12-01
GHA4197,2018-12-10,2018,Riots,Riots,Central,Central,Central,5.7443,-0.8308,0,Event recorded in Central on 2018-12-10
GHA4198,2018-12-26,2018,Flood displacement event,Flood displacement event,Central,Central,Central,5.8754,-1.1149,0,Event recorded in Central on 2018-12-26
GHA4199,2019-02-09,2019,Strategic developments,Strategic developments,Central,Central,Central,5.8044,-1.466,0,Event recorded in Central on 2019-02-09
GHA4200,2019-02-22,2019,Flood displacement event,Flood displacement event,Central,Central,Central,5.4842,-1.6487,0,Event recorded in Central on 2019-02-22
GHA4201,2019-03-05,2019,Protests,Protests,Central,Central,Central,5.2148,-0.6444,0,Event recorded in Central on 2019-03-05
GHA4202,2019-03-06,2019,Riots,Riots,Central,Central,Central,5.4968,-1.3577,0,Event recorded in Central on 2019-03-06
GHA4203,2019-03-26,2019,Protests,Protests,Central,Central,Central,5.1755,-1.0793,0,Event recorded in Central on 2019-03-26
GHA4204,2019-05-21,2019,Battles,Battles,Central,Central,Central,5.0877,-0.6356,0,Event recorded in Central on 2019-05-21
GHA4205,2019-05-22,2019,Strategic developments,Strategic developments,Central,Central,Central,5.4968,-1.2492,0,Event recorded in Central on 2019-05-22
GHA4206,2019-05-23,2019,Explosions/Remote violence,Explosions/Remote violence,Central,Central,Central,5.8173,-1.2951,0,Event recorded in Central on 2019-05-23
GHA4207,2019-06-21,2019,Protests,Protests,Central,Central,Central,5.2155,-1.1397,0,Event recorded in Central on 2019-06-21
GHA4208,2019-06-30,2019,Riots,Riots,Central,Central,Central,5.1228,-1.3746,0,Event recorded in Central on 2019-06-30
GHA4209,2019-09-07,2019,Protests,Protests,Central,Central,Central,5.4848,-1.0956,0,Event recorded in Central on 2019-09-07
GHA4210,2019-09-25,2019,Violence against civilians,Violence against civilians,Central,Central,Central,5.338,-0.7231,0,Event recorded in Central on 2019-09-25
GHA4211,2019-09-28,2019,Flood displacement event,Flood displacement event,Central,Central,Central,5.7017,-0.3856,0,Event recorded in Central on 2019-09-28
GHA4212,2019-11-27,2019,Protests,Protests,Central,Central,Central,4.9693,-1.2168,0,Event recorded in Central on 2019-11-27
GHA4213,2019-12-28,2019,Riots,Riots,Central,Central,Central,5.2956,-1.2909,0,Event recorded in Central on 2019-12-28
GHA4214,2020-01-23,2020,Protests,Protests,Central,Central,Central,6.1087,-1.8131,0,Event recorded in Central on 2020-01-23
GHA4215,2020-02-04,2020,Strategic developments,Strategic developments,Central,Central,Central,5.4843,-1.2139,0,Event recorded in Central on 2020-02-04
GHA4216,2020-02-14,2020,Battles,Battles,Central,Central,Central,5.7553,-1.2257,1,Event recorded in Central on 2020-02-14
GHA4217,2020-02-22,2020,Riots,Riots,Central,Central,Central,5.6591,-0.6424,0,Event recorded in Central on 2020-02-22
GHA4218,2020-03-09,2020,Protests,Protests,Central,Central,Central,5.231,-1.8705,0,Event recorded in Central on 2020-03-09
GHA4219,2020-03-11,2020,Violence against civilians,Violence against civilians,Central,Central,Central,5.7979,-1.1515,4,Event recorded in Central on 2020-03-11
GHA4220,2020-03-15,2020,Violence against civilians,Violence against civilians,Central,Central,Central,5.6403,-0.8309,3,Event recorded in Central on 2020-03-15
GHA4221,2020-03-25,2020,Violence against civilians,Violence against civilians,Central,Central,Central,5.7868,-1.1485,3,Event recorded in Central on 2020-03-25
GHA4222,2020-03-27,2020,Strategic developments,Strategic developments,Central,Central,Central,5.2251,-0.9387,0,Event recorded in Central on 2020-03-27
GHA4223,2020-03-29,2020,Flood displacement event,Flood displacement event,Central,Central,Central,5.7377,-1.148,0,Event recorded in Central on 2020-03-29
